2017-08-01,73.8
2017-10-12,74.9
2017-10-13,75.1
2017-10-14,75.2
2017-10-15,75.4
2017-10-16,75.1
2017-10-17,75.4
2017-10-18,75.2
2017-10-19,75.1
2017-10-20,74.9
2017-10-21,75.2
2017-10-22,76.2
2017-12-10,75.6
2017-12-20,74.5
2017-12-21,74.9
2017-12-22,74.5
2017-12-23,74.2
2018-01-07,74.8
2018-01-08,74.9
2018-01-09,74.8
2018-03-17,74
2018-03-18,74.4
2018-03-19,73.7
2018-03-20,74.7
2018-03-21,75
2018-03-22,74.4
2018-03-23,74.4
2018-03-24,73.7
2018-03-25,74.5
2018-03-26,74.7
2018-05-23,74.3
2018-06-05,74.2
2018-06-10,74.3
2018-06-11,74.5
2018-06-27,74.8
2018-06-28,74.7
2018-06-29,75.1
2018-06-30,75.1
2018-07-01,75.5
2018-07-02,75.7
2018-07-03,75.7
2018-08-26,75
2018-09-30,75.1
2018-10-03,74.8
2018-10-05,73.8
2018-10-09,74.1
2018-10-10,74.5
2018-11-12,73.6
2018-11-17,73.7
2018-11-18,73.6
2018-11-19,73.6
2018-11-20,73
2018-12-29,74.6
2019-01-05,74.7
2019-01-06,74.7
2019-01-08,74.3
2019-01-23,74.7
2019-01-25,74.9
2019-01-26,74.5
2019-01-27,74.8
2019-01-29,74.8
2019-01-30,75.3
2017-06-07,78.2
2017-06-08,77.2
2017-06-09,77
2017-06-10,77.2
2017-06-11,78.5
2017-06-14,77.2
2017-06-15,76.7
2017-06-16,76.6
2017-06-17,77.4
2017-06-18,78.2
2017-06-19,77.7
2017-06-20,77.4
2017-06-21,76.7
2017-06-22,76.1
2017-06-23,75.9
2017-06-24,75.7
2017-06-25,77.1
2017-06-26,77
2017-06-27,75.4
2017-06-28,75.9
2017-06-29,76.3
2017-06-30,76.2
2017-07-01,75.5
2017-07-02,75.6
2016-12-09,78.8
2016-11-13,77.3
2016-09-14,76.9
2016-09-24,78.1
2016-10-29,76.6
2016-09-16,78.1
2016-10-04,78
2016-10-19,78
2016-08-27,76.2
2016-10-27,77.5
2016-08-05,77.9
2016-12-02,77.7
2016-11-12,77.1
2016-10-31,78
2016-10-14,77
2016-06-24,77.1
2016-07-28,77.9
2016-08-02,78.4
2016-07-27,78.4
2016-10-28,77.2
2016-10-10,78.6
2016-12-07,78.9
2016-07-08,77.5
2016-10-25,77.4
2016-10-26,77
2016-09-06,79.2
2016-07-23,77.6
2016-09-13,77.6
2016-10-12,77
2016-11-15,77.9
2016-08-13,76
2016-06-29,77.8
2016-09-30,77.9
2016-09-08,78.1
2016-09-07,78.5
2016-12-06,78.3
2016-07-18,78.4
2016-08-22,76
2016-08-17,77.1
2016-11-17,77.3
2016-06-25,76.5
2016-09-21,78.2
2016-07-05,78.5
2016-11-28,77.6
2016-09-12,77.6
